DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de notificação e Mês notificação
Período:2015
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 Alta Floresta D'Oeste";4;-;3;1;-;-;1;-;2;4;14;72;101
"110037 Alto Alegre dos Parecis";4;4;-;-;-;-;-;-;-;-;2;2;12
"110040 Alto Paraíso";-;-;-;-;-;-;-;-;-;-;-;1;1
"110034 Alvorada D'Oeste";4;7;9;5;4;2;2;1;1;-;-;-;35
"110002 Ariquemes";8;1;7;3;-;-;-;-;-;1;1;-;21
"110045 Buritis";18;20;26;15;10;4;7;1;3;6;19;40;169
"110003 Cabixi";1;-;5;36;39;22;-;-;-;-;5;16;124
"110060 Cacaulândia";-;3;10;-;-;1;-;-;-;-;-;-;14
"110004 Cacoal";4;1;2;8;11;2;3;-;-;1;4;18;54
"110070 Campo Novo de Rondônia";4;1;-;1;1;2;-;-;-;-;2;17;28
"110080 Candeias do Jamari";-;-;-;5;5;-;-;1;-;-;-;23;34
"110090 Castanheiras";-;1;2;1;-;-;-;-;-;-;-;-;4
"110005 Cerejeiras";3;1;8;7;-;7;2;3;2;2;1;6;42
"110092 Chupinguaia";2;4;2;26;4;1;4;-;-;3;2;-;48
"110006 Colorado do Oeste";-;2;1;-;2;2;-;1;1;-;-;2;11
"110007 Corumbiara";2;10;3;1;-;2;-;-;-;-;-;-;18
"110008 Costa Marques";-;1;3;6;-;-;-;-;-;-;-;-;10
"110094 Cujubim";-;-;-;1;1;-;-;-;-;-;-;-;2
"110009 Espigão D'Oeste";4;6;8;10;17;-;4;18;14;32;19;149;281
"110100 Governador Jorge Teixeira";-;1;-;-;-;2;-;-;-;-;-;-;3
"110010 Guajará-Mirim";-;2;-;-;2;-;-;-;-;2;1;7;14
"110110 Itapuã do Oeste";-;-;-;-;-;-;-;-;-;1;-;5;6
"110011 Jaru";-;-;4;9;4;1;-;-;-;-;-;2;20
"110012 Ji-Paraná";3;2;6;3;-;1;1;-;2;4;5;7;34
"110013 Machadinho D'Oeste";-;1;1;3;-;-;2;-;-;3;1;5;16
"110120 Ministro Andreazza";1;-;-;-;4;1;-;-;4;35;28;6;79
"110140 Monte Negro";4;3;1;5;-;1;1;-;-;1;-;-;16
"110014 Nova Brasilândia D'Oeste";-;-;3;-;-;-;-;-;-;-;-;1;4
"110033 Nova Mamoré";-;-;5;-;2;3;-;-;1;-;-;-;11
"110143 Nova União";-;-;-;5;2;2;-;-;-;-;-;-;9
"110050 Novo Horizonte do Oeste";-;-;1;1;-;-;1;-;2;-;2;-;7
"110015 Ouro Preto do Oeste";2;5;10;11;5;4;6;1;-;-;1;3;48
"110145 Parecis";-;-;6;3;10;4;7;4;10;30;50;5;129
"110018 Pimenta Bueno";3;3;20;17;-;-;-;-;-;4;5;21;73
"110020 Porto Velho";12;57;26;24;24;22;25;4;2;4;5;29;234
"110025 Presidente Médici";1;-;-;6;1;-;-;-;-;-;6;-;14
"110026 Rio Crespo";2;-;1;-;-;-;1;-;-;-;-;-;4
"110028 Rolim de Moura";1;2;14;2;1;2;-;-;2;1;1;10;36
"110029 Santa Luzia D'Oeste";-;3;-;1;-;-;-;-;-;-;-;-;4
"110148 São Felipe D'Oeste";-;1;2;-;-;-;1;-;1;-;-;8;13
"110149 São Francisco do Guaporé";2;4;3;6;1;3;-;-;1;-;5;16;41
"110032 São Miguel do Guaporé";-;-;-;2;1;-;-;1;2;-;3;3;12
"110150 Seringueiras";2;3;2;2;-;-;-;-;-;-;1;1;11
"110155 Teixeirópolis";-;-;1;1;1;-;-;1;-;-;-;-;4
"110160 Theobroma";-;-;-;-;-;-;-;-;1;-;1;-;2
"110170 Urupá";25;13;1;-;2;-;-;-;-;-;-;1;42
"110175 Vale do Anari";1;-;-;-;-;-;-;-;-;1;-;2;4
"110180 Vale do Paraíso";-;-;2;-;-;-;-;-;-;-;-;-;2
"110030 Vilhena";36;17;71;58;38;38;22;14;11;4;4;36;349
"120001 Acrelândia";1;-;-;-;-;-;-;-;-;-;2;2;5
"120005 Assis Brasil";1;1;-;3;-;1;-;-;-;-;-;-;6
"120010 Brasiléia";3;4;3;4;7;-;-;2;2;5;1;5;36
"120017 Capixaba";-;-;-;-;-;1;-;-;-;-;-;-;1
"120020 Cruzeiro do Sul";2254;1383;825;228;127;109;59;30;37;38;29;36;5155
"120025 Epitaciolândia";1;-;-;-;-;1;1;1;2;5;5;8;24
"120030 Feijó";1;-;-;-;-;-;-;-;-;-;-;2;3
"120033 Mâncio Lima";5;3;2;-;-;2;4;-;-;1;1;1;19
"120038 Plácido de Castro";-;-;1;1;-;-;-;-;-;-;-;-;2
"120080 Porto Acre";-;-;-;-;-;-;-;-;-;-;1;1;2
"120039 Porto Walter";1;-;-;-;-;-;-;-;-;-;-;-;1
"120040 Rio Branco";57;57;81;73;68;55;17;8;22;16;31;75;560
"120042 Rodrigues Alves";6;3;1;10;6;3;2;-;-;-;1;1;33
"120045 Senador Guiomard";-;-;-;1;2;-;-;-;-;-;-;-;3
"120070 Xapuri";3;-;3;3;9;1;-;-;-;2;-;18;39
"130002 Alvarães";-;-;-;-;1;1;14;3;-;-;-;-;19
"130008 Anamã";-;1;-;-;-;-;-;-;-;-;-;-;1
"130010 Anori";-;-;-;-;1;-;-;-;-;-;-;2;3
"130014 Apuí";1;4;-;2;-;-;-;-;-;-;-;-;7
"130040 Barcelos";-;-;5;13;33;47;1;1;1;2;3;-;106
"130070 Boca do Acre";-;3;2;-;1;-;-;-;-;-;-;-;6
"130080 Borba";1;-;2;-;-;5;1;-;1;-;-;1;11
"130110 Careiro";-;-;-;-;2;-;-;-;-;-;-;-;2
"130120 Coari";-;-;-;-;-;-;-;-;1;-;-;-;1
"130160 Fonte Boa";-;1;-;-;-;-;-;-;-;-;-;-;1
"130165 Guajará";11;13;6;1;-;-;-;8;3;2;-;-;44
"130170 Humaitá";-;3;1;-;-;1;1;-;-;-;-;3;9
"130190 Itacoatiara";16;27;30;28;9;7;3;1;1;-;-;4;126
"130240 Lábrea";-;4;1;-;-;-;1;1;-;-;-;1;8
"130250 Manacapuru";4;1;-;-;3;-;1;-;-;1;-;1;11
"130260 Manaus";111;180;258;113;156;128;125;100;94;93;55;212;1625
"130270 Manicoré";3;8;11;7;1;-;-;-;-;-;-;-;30
"130290 Maués";2;1;1;-;-;-;4;5;33;53;18;41;158
"130310 Nova Olinda do Norte";-;2;12;9;2;1;-;-;-;-;-;1;27
"130330 Novo Aripuanã";66;85;65;18;18;1;-;-;-;1;2;3;259
"130340 Parintins";1;6;134;213;90;35;16;19;9;-;-;-;523
"130353 Presidente Figueiredo";1;-;-;-;-;1;1;1;8;-;-;-;12
"130370 Santo Antônio do Içá";-;1;2;1;-;-;-;-;-;-;-;-;4
"130380 São Gabriel da Cachoeira";23;7;10;17;13;19;14;16;6;5;7;7;144
"130390 São Paulo de Olivença";-;3;-;-;-;-;-;-;-;-;-;-;3
"130400 Silves";-;-;-;-;1;-;-;-;-;-;1;-;2
"130406 Tabatinga";140;62;39;22;9;12;4;5;5;6;9;3;316
"130410 Tapauá";1;1;-;1;10;17;26;21;6;6;28;8;125
"130420 Tefé";8;8;14;16;16;10;4;1;1;-;-;-;78
"140005 Alto Alegre";-;-;-;-;1;3;-;4;1;1;-;-;10
"140002 Amajari";-;1;4;9;6;4;2;2;7;-;-;5;40
"140010 Boa Vista";19;16;18;26;18;40;78;110;76;20;6;12;439
"140015 Bonfim";3;7;-;-;-;2;3;7;11;2;2;-;37
"140017 Cantá";-;1;-;1;-;-;1;2;8;1;1;2;17
"140020 Caracaraí";-;-;1;1;27;66;24;12;-;-;-;-;131
"140023 Caroebe";-;-;-;-;-;-;-;2;1;-;1;-;4
"140028 Iracema";-;-;2;-;2;-;6;16;17;8;1;-;52
"140030 Mucajaí";-;-;2;-;-;2;2;15;20;4;-;3;48
"140040 Normandia";-;-;-;-;-;1;1;5;1;-;-;-;8
"140045 Pacaraima";-;1;2;-;-;-;-;-;3;-;-;-;6
"140047 Rorainópolis";65;36;38;56;46;16;23;3;-;2;-;-;285
"140050 São João da Baliza";-;-;-;-;-;-;7;6;5;2;1;1;22
"140070 Uiramutã";-;-;-;-;-;1;-;-;6;1;-;1;9
"150010 Abaetetuba";-;-;2;-;2;3;2;2;2;5;4;12;34
"150013 Abel Figueiredo";1;-;1;-;1;-;10;1;-;-;-;-;14
"150020 Acará";-;-;-;-;-;-;-;-;-;-;-;1;1
"150030 Afuá";-;-;1;-;-;-;-;-;-;-;-;-;1
"150034 Água Azul do Norte";-;-;-;-;-;3;1;5;3;6;2;2;22
"150040 Alenquer";1;2;23;52;51;13;7;19;11;9;15;18;221
"150060 Altamira";20;108;60;31;21;14;7;4;5;5;5;4;284
"150080 Ananindeua";11;13;40;42;44;47;57;23;24;10;10;86;407
"150085 Anapu";-;-;-;-;-;-;1;3;-;-;11;-;15
"150090 Augusto Corrêa";-;-;1;3;6;12;6;5;-;4;-;1;38
"150095 Aurora do Pará";2;-;-;-;-;-;-;-;-;-;-;-;2
"150110 Bagre";-;-;-;6;14;29;-;1;4;7;-;-;61
"150120 Baião";-;-;-;-;-;-;-;-;-;-;-;1;1
"150125 Bannach";-;3;4;2;-;-;-;-;-;-;-;5;14
"150130 Barcarena";-;1;2;2;1;1;-;-;2;1;-;4;14
"150140 Belém";73;77;241;194;226;175;62;99;98;78;75;76;1474
"150145 Belterra";-;-;-;-;9;1;1;-;-;-;-;1;12
"150150 Benevides";2;2;7;-;2;3;1;14;6;5;6;9;57
"150157 Bom Jesus do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;1
"150160 Bonito";-;-;1;-;-;-;1;2;1;-;3;-;8
"150170 Bragança";1;1;4;10;3;4;1;5;5;3;7;22;66
"150172 Brasil Novo";1;19;39;46;43;19;25;10;12;5;1;1;221
"150175 Brejo Grande do Araguaia";-;1;12;3;-;-;-;1;-;-;3;3;23
"150178 Breu Branco";-;5;5;2;8;5;-;-;-;-;-;-;25
"150180 Breves";1;5;45;11;18;14;24;41;24;9;11;10;213
"150195 Cachoeira do Piriá";-;-;-;-;4;-;-;-;-;-;-;-;4
"150210 Cametá";2;-;4;-;4;4;4;6;4;5;4;-;37
"150215 Canaã dos Carajás";2;6;24;12;52;35;11;16;-;7;3;15;183
"150220 Capanema";4;1;5;9;5;6;3;8;5;20;14;11;91
"150230 Capitão Poço";-;-;-;1;-;1;2;1;1;7;6;5;24
"150240 Castanhal";2;9;29;9;10;6;5;12;15;20;21;16;154
"150260 Colares";-;-;1;1;-;2;-;9;5;1;1;-;20
"150270 Conceição do Araguaia";-;2;2;1;4;2;1;-;-;-;1;2;15
"150276 Cumaru do Norte";-;-;2;2;3;1;1;2;2;5;7;2;27
"150277 Curionópolis";-;1;5;4;1;-;-;-;-;-;-;-;11
"150285 Curuá";-;-;-;-;-;-;-;-;1;-;-;-;1
"150290 Curuçá";-;-;6;-;-;-;-;2;1;3;1;1;14
"150293 Dom Eliseu";-;2;4;30;26;4;-;1;-;-;-;-;67
"150304 Floresta do Araguaia";-;-;-;-;-;-;-;-;-;-;-;24;24
"150309 Goianésia do Pará";-;-;2;6;8;7;-;-;1;-;1;1;26
"150310 Gurupá";-;1;6;-;-;-;-;-;-;-;-;-;7
"150320 Igarapé-Açu";1;-;-;-;-;-;-;-;1;-;1;1;4
"150330 Igarapé-Miri";-;-;5;2;-;-;-;-;-;1;-;-;8
"150340 Inhangapi";-;-;1;-;-;1;-;1;4;33;29;6;75
"150345 Ipixuna do Pará";-;1;-;-;-;-;-;1;-;-;-;1;3
"150350 Irituia";1;-;3;7;3;5;2;9;3;1;1;1;36
"150360 Itaituba";3;2;20;5;4;-;3;6;5;3;5;7;63
"150370 Itupiranga";2;-;1;3;9;1;2;7;10;-;2;1;38
"150380 Jacundá";-;-;4;2;2;1;2;-;2;-;-;3;16
"150400 Limoeiro do Ajuru";-;-;-;1;2;-;-;-;-;1;-;1;5
"150405 Mãe do Rio";-;-;2;2;1;-;-;-;2;1;-;-;8
"150410 Magalhães Barata";-;-;2;1;-;1;1;-;-;-;-;1;6
"150420 Marabá";15;46;12;16;5;5;17;13;1;-;-;3;133
"150430 Maracanã";-;-;-;-;-;-;1;-;-;-;1;-;2
"150440 Marapanim";-;-;-;-;1;-;-;-;-;-;-;-;1
"150442 Marituba";3;12;35;19;4;11;11;24;61;23;31;92;326
"150445 Medicilândia";-;-;-;1;-;-;-;-;-;-;-;5;6
"150460 Mocajuba";-;-;-;-;-;-;1;9;-;-;-;3;13
"150470 Moju";2;-;-;1;-;-;-;-;-;-;1;-;4
"150475 Mojuí dos Campos";1;47;59;32;5;5;-;5;3;7;-;2;166
"150480 Monte Alegre";1;1;-;-;21;9;9;51;62;17;22;39;232
"150490 Muaná";-;1;2;1;-;-;-;-;2;-;-;-;6
"150497 Nova Ipixuna";-;1;6;8;8;10;6;10;6;1;-;5;61
"150500 Nova Timboteua";-;-;-;-;-;-;-;-;-;-;-;25;25
"150503 Novo Progresso";1;-;3;21;21;14;9;7;3;3;21;19;122
"150506 Novo Repartimento";-;3;3;1;1;-;-;1;-;-;-;-;9
"150510 Óbidos";-;-;1;1;5;2;-;2;-;-;-;-;11
"150530 Oriximiná";-;1;1;5;11;10;2;3;2;-;3;7;45
"150540 Ourém";-;-;-;-;-;-;-;-;-;1;1;-;2
"150543 Ourilândia do Norte";7;9;33;12;-;-;-;-;-;-;-;2;63
"150548 Pacajá";3;7;12;11;6;4;-;4;1;37;65;16;166
"150550 Paragominas";-;-;-;-;-;-;1;1;1;-;-;-;3
"150553 Parauapebas";29;37;111;64;56;34;14;24;5;5;3;67;449
"150555 Pau D'Arco";-;-;-;1;-;-;1;-;-;-;-;-;2
"150560 Peixe-Boi";-;-;-;2;-;-;-;-;-;-;-;-;2
"150565 Placas";-;1;6;8;-;4;-;-;-;-;-;-;19
"150570 Ponta de Pedras";6;8;32;13;15;4;19;9;10;-;4;5;125
"150580 Portel";1;5;26;16;4;5;8;1;2;-;-;1;69
"150590 Porto de Moz";-;-;6;8;2;2;4;1;-;-;1;-;24
"150600 Prainha";3;-;-;1;-;-;-;-;1;1;16;50;72
"150610 Primavera";-;-;9;29;3;-;-;-;-;-;-;-;41
"150611 Quatipuru";-;-;-;-;-;-;-;-;-;-;-;2;2
"150613 Redenção";2;-;-;1;2;5;1;1;1;1;1;14;29
"150616 Rio Maria";1;2;4;2;3;-;-;-;-;-;2;11;25
"150618 Rondon do Pará";-;3;17;27;17;3;-;-;-;-;-;-;67
"150619 Rurópolis";-;3;4;2;-;-;2;4;6;6;-;-;27
"150620 Salinópolis";-;2;8;5;-;-;4;1;1;-;-;-;21
"150630 Salvaterra";-;-;-;1;2;-;-;3;1;3;1;-;11
"150635 Santa Bárbara do Pará";-;1;2;1;-;-;-;3;9;5;1;1;23
"150650 Santa Izabel do Pará";16;20;20;6;2;3;3;10;14;24;3;4;125
"150655 Santa Luzia do Pará";-;-;2;1;8;-;-;-;-;-;1;1;13
"150658 Santa Maria das Barreiras";1;5;7;19;13;-;-;-;-;-;-;9;54
"150670 Santana do Araguaia";1;-;3;4;4;2;2;-;-;-;-;3;19
"150680 Santarém";4;3;14;9;4;2;4;4;2;-;-;3;49
"150690 Santarém Novo";-;-;-;-;-;-;-;-;-;1;1;10;12
"150700 Santo Antônio do Tauá";-;-;1;-;2;3;-;1;2;2;-;1;12
"150710 São Caetano de Odivelas";-;-;-;-;-;-;-;-;2;10;-;-;12
"150715 São Domingos do Araguaia";-;4;37;22;17;7;2;-;-;-;-;1;90
"150720 São Domingos do Capim";-;1;-;-;1;3;-;1;-;-;-;-;6
"150730 São Félix do Xingu";5;2;40;21;11;7;2;-;2;-;-;-;90
"150740 São Francisco do Pará";-;-;-;-;-;-;1;-;-;-;-;-;1
"150745 São Geraldo do Araguaia";4;9;3;5;1;3;-;1;1;-;1;-;28
"150746 São João da Ponta";3;3;-;1;1;-;3;1;-;-;-;-;12
"150747 São João de Pirabas";-;1;-;-;-;-;-;-;-;1;1;1;4
"150750 São João do Araguaia";1;-;4;-;-;-;7;-;1;-;1;1;15
"150760 São Miguel do Guamá";-;-;-;-;1;-;-;-;1;-;-;1;3
"150770 São Sebastião da Boa Vista";-;-;-;-;-;1;2;3;-;-;-;1;7
"150780 Senador José Porfírio";32;41;51;34;24;18;5;1;-;-;-;-;206
"150790 Soure";-;-;3;4;1;-;9;6;5;2;-;-;30
"150795 Tailândia";4;2;4;3;11;1;-;2;1;-;-;9;37
"150796 Terra Alta";-;4;4;-;-;3;-;1;-;-;-;-;12
"150797 Terra Santa";-;-;-;1;-;-;-;-;-;-;-;-;1
"150800 Tomé-Açu";2;10;23;6;4;7;17;22;3;2;1;3;100
"150803 Tracuateua";-;1;2;-;4;-;7;4;-;-;1;4;23
"150805 Trairão";1;-;-;-;-;-;-;-;-;-;-;2;3
"150808 Tucumã";7;4;19;8;11;5;-;1;-;2;3;3;63
"150810 Tucuruí";1;4;4;4;1;4;1;2;2;6;4;2;35
"150812 Ulianópolis";-;-;-;-;1;-;2;-;-;-;-;-;3
"150815 Uruará";-;5;15;2;7;5;-;-;-;-;-;-;34
"150830 Viseu";-;-;-;1;-;-;-;-;27;2;-;-;30
"150835 Vitória do Xingu";20;9;10;8;3;-;2;-;-;-;-;-;52
"150840 Xinguara";2;-;5;13;24;6;4;3;-;2;4;11;74
"160010 Amapá";-;-;1;-;-;-;1;-;-;-;-;-;2
"160020 Calçoene";49;109;33;-;55;-;1;-;1;2;99;27;376
"160023 Ferreira Gomes";-;2;33;33;7;-;-;-;2;-;6;-;83
"160027 Laranjal do Jari";-;2;8;8;28;3;3;-;-;-;-;-;52
"160030 Macapá";62;123;290;286;184;164;141;111;118;63;33;30;1605
"160040 Mazagão";32;142;88;3;2;-;-;-;-;-;-;1;268
"160050 Oiapoque";81;20;259;34;6;9;2;3;2;-;1;1;418
"160015 Pedra Branca do Amapari";14;14;17;24;15;10;6;13;3;7;-;-;123
"160053 Porto Grande";87;30;10;5;2;3;-;-;2;-;-;-;139
"160060 Santana";24;43;89;40;30;5;5;8;5;1;5;7;262
"160005 Serra do Navio";-;4;7;2;1;-;-;-;-;-;-;-;14
"160070 Tartarugalzinho";-;15;25;2;7;-;1;2;-;-;-;-;52
"170025 Abreulândia";-;-;-;-;-;-;-;8;1;1;12;34;56
"170030 Aguiarnópolis";-;-;1;-;-;-;-;-;-;-;-;-;1
"170035 Aliança do Tocantins";-;-;1;1;1;-;-;-;-;-;-;1;4
"170040 Almas";-;-;-;1;-;-;-;-;-;-;-;1;2
"170070 Alvorada";-;-;1;2;-;1;-;-;-;-;1;-;5
"170100 Ananás";-;-;1;1;4;2;1;-;-;-;-;-;9
"170110 Aparecida do Rio Negro";1;1;16;21;21;7;-;-;-;2;2;-;71
"170130 Aragominas";1;-;1;-;-;-;-;1;-;-;3;8;14
"170190 Araguacema";-;-;-;2;-;3;2;-;-;-;-;-;7
"170200 Araguaçu";3;5;19;8;11;3;2;-;1;-;-;4;56
"170210 Araguaína";75;78;106;178;169;110;67;47;35;11;21;50;947
"170215 Araguanã";-;-;1;3;1;1;2;-;-;-;-;-;8
"170220 Araguatins";1;-;3;7;12;4;1;-;-;-;1;5;34
"170230 Arapoema";1;-;-;-;4;-;-;-;-;-;-;-;5
"170240 Arraias";4;3;3;11;20;8;2;-;-;-;-;-;51
"170255 Augustinópolis";2;1;14;1;5;2;-;2;-;-;2;1;30
"170290 Axixá do Tocantins";-;-;2;1;1;-;-;-;-;-;-;-;4
"170305 Bandeirantes do Tocantins";-;-;-;-;-;1;-;-;-;-;-;-;1
"170310 Barrolândia";1;-;-;2;1;1;-;-;-;-;-;5;10
"170330 Bom Jesus do Tocantins";-;-;1;3;-;-;-;-;4;1;-;7;16
"170360 Brasilândia do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"170370 Brejinho de Nazaré";-;8;-;3;2;6;1;-;-;-;-;-;20
"170380 Buriti do Tocantins";-;-;1;1;-;1;-;-;-;-;2;4;9
"170388 Carmolândia";4;1;-;-;-;-;-;1;-;1;-;1;8
"170410 Centenário";-;-;2;-;-;-;-;-;-;-;-;-;2
"170510 Chapada da Natividade";-;-;-;3;2;1;-;-;-;-;-;-;6
"170460 Chapada de Areia";-;1;-;1;-;-;-;-;-;-;-;-;2
"170550 Colinas do Tocantins";2;1;3;16;6;5;2;1;2;3;1;6;48
"171670 Colméia";-;1;-;-;1;-;-;-;-;-;-;-;2
"170560 Conceição do Tocantins";-;-;-;-;-;1;-;-;-;-;-;-;1
"170600 Couto Magalhães";1;-;-;1;5;2;-;-;-;-;-;-;9
"170610 Cristalândia";1;2;1;-;1;-;-;-;-;-;1;2;8
"170650 Darcinópolis";-;-;-;1;-;-;-;-;-;-;-;-;1
"170700 Dianópolis";3;-;19;27;56;14;3;4;1;1;2;12;142
"170710 Divinópolis do Tocantins";2;1;4;3;7;13;6;1;2;12;22;29;102
"170720 Dois Irmãos do Tocantins";2;-;1;-;-;1;-;-;-;-;-;17;21
"170730 Dueré";-;1;9;3;7;-;-;-;-;-;-;-;20
"170740 Esperantina";1;-;-;-;-;-;-;-;-;-;-;-;1
"170755 Fátima";1;-;1;-;-;-;-;-;-;-;-;-;2
"170765 Figueirópolis";1;-;-;-;3;1;-;-;-;-;-;-;5
"170820 Formoso do Araguaia";4;3;21;19;19;13;15;2;5;3;2;2;108
"170825 Fortaleza do Tabocão";-;-;-;-;-;-;-;-;-;-;1;7;8
"170830 Goianorte";1;1;4;3;-;-;-;-;-;-;-;1;10
"170900 Goiatins";-;2;4;1;-;3;1;1;-;1;-;-;13
"170930 Guaraí";4;1;2;2;3;4;3;3;2;1;3;2;30
"170950 Gurupi";-;5;8;10;16;9;3;5;1;3;6;11;77
"170980 Ipueiras";-;1;-;-;-;-;4;-;-;-;-;-;5
"171050 Itacajá";-;1;-;-;-;-;-;-;-;-;-;-;1
"171070 Itaguatins";-;1;1;1;-;-;-;-;-;-;-;-;3
"171090 Itapiratins";-;-;1;1;-;-;-;-;-;-;-;-;2
"171110 Itaporã do Tocantins";-;1;-;2;1;-;-;-;-;-;-;5;9
"171150 Jaú do Tocantins";-;-;-;8;20;4;2;-;-;-;-;-;34
"171190 Lagoa da Confusão";6;11;23;16;30;13;3;4;-;-;-;4;110
"171195 Lagoa do Tocantins";-;2;4;3;3;-;-;-;-;-;-;-;12
"171200 Lajeado";-;-;3;-;-;-;-;-;1;1;-;-;5
"171215 Lavandeira";-;-;-;-;1;-;-;-;-;-;-;-;1
"171250 Marianópolis do Tocantins";-;-;6;2;1;4;1;-;-;-;2;32;48
"171280 Maurilândia do Tocantins";-;-;2;-;-;-;-;-;-;-;-;-;2
"171320 Miracema do Tocantins";5;6;18;13;13;2;3;5;4;5;16;52;142
"171330 Miranorte";-;3;3;5;6;2;3;1;-;-;-;5;28
"171360 Monte do Carmo";-;-;-;1;3;1;-;-;-;-;-;-;5
"171370 Monte Santo do Tocantins";-;-;-;1;1;-;-;1;-;-;-;-;3
"171395 Muricilândia";-;4;-;-;-;-;-;1;1;2;2;11;21
"171420 Natividade";-;1;2;5;3;1;-;-;-;-;-;-;12
"171488 Nova Olinda";1;-;-;2;3;1;-;-;-;-;-;-;7
"171500 Nova Rosalândia";1;1;4;1;1;-;-;-;-;-;-;-;8
"171510 Novo Acordo";-;-;-;2;5;-;-;-;-;-;-;-;7
"171515 Novo Alegre";-;-;-;-;-;-;-;1;2;3;1;4;11
"172100 Palmas";164;383;884;736;599;445;247;176;89;109;211;458;4501
"171380 Palmeiras do Tocantins";1;-;-;-;-;-;-;-;-;-;-;-;1
"171575 Palmeirópolis";17;15;32;27;9;7;-;-;-;-;-;-;107
"171610 Paraíso do Tocantins";7;12;21;36;22;17;18;2;6;6;8;84;239
"171620 Paranã";2;5;16;28;29;2;2;2;-;-;-;-;86
"171630 Pau D'Arco";-;-;-;-;5;-;-;-;-;-;-;2;7
"171650 Pedro Afonso";-;3;5;5;8;3;2;3;1;1;1;5;37
"171660 Peixe";-;-;-;-;2;-;-;-;-;-;-;4;6
"171665 Pequizeiro";-;-;1;1;1;-;-;-;-;-;-;-;3
"171700 Pindorama do Tocantins";-;-;-;-;-;-;-;-;-;-;-;3;3
"171720 Piraquê";-;-;-;1;-;-;-;-;-;-;-;-;1
"171750 Pium";-;14;24;16;13;8;4;1;-;-;4;11;95
"171780 Ponte Alta do Bom Jesus";-;-;1;-;4;-;-;-;-;-;-;-;5
"171790 Ponte Alta do Tocantins";-;1;-;2;1;2;2;1;1;-;-;2;12
"171800 Porto Alegre do Tocantins";-;-;-;-;1;-;-;-;-;1;-;-;2
"171820 Porto Nacional";7;15;25;31;23;30;9;2;-;3;1;1;147
"171840 Presidente Kennedy";-;-;3;-;-;-;-;-;-;-;-;-;3
"171845 Pugmil";-;-;-;-;-;-;-;-;-;-;6;6;12
"171855 Riachinho";-;-;-;7;1;6;3;-;-;-;-;-;17
"171865 Rio da Conceição";-;-;1;-;2;1;-;-;-;-;-;-;4
"171870 Rio dos Bois";-;-;2;1;1;-;-;-;-;-;-;-;4
"171875 Rio Sono";3;4;2;2;1;-;-;-;-;-;1;3;16
"171880 Sampaio";-;1;1;-;-;-;-;-;-;-;-;-;2
"171884 Sandolândia";-;-;-;-;2;-;-;-;-;-;-;-;2
"171886 Santa Fé do Araguaia";1;-;-;-;1;-;-;-;-;-;-;-;2
"171888 Santa Maria do Tocantins";1;-;1;-;-;2;1;-;2;-;-;-;7
"172010 São Bento do Tocantins";-;1;-;1;-;-;-;-;-;-;-;-;2
"172020 São Miguel do Tocantins";-;-;6;10;2;-;-;-;-;-;-;-;18
"172025 São Salvador do Tocantins";-;2;-;1;-;-;1;-;-;-;-;-;4
"172049 São Valério";-;1;5;1;1;1;-;-;-;-;-;6;15
"172065 Silvanópolis";-;1;1;2;1;2;-;1;1;-;-;3;12
"172080 Sítio Novo do Tocantins";-;-;2;2;1;3;2;2;1;-;-;-;13
"172085 Sucupira";-;-;-;-;-;-;-;-;-;-;-;1;1
"172090 Taguatinga";1;-;8;7;7;3;-;-;-;-;-;2;28
"172097 Talismã";-;-;-;2;-;1;-;-;-;-;-;-;3
"172110 Tocantínia";-;2;1;1;-;-;-;-;1;-;-;4;9
"172120 Tocantinópolis";-;11;35;12;6;11;2;3;1;4;10;21;116
"172125 Tupirama";-;-;-;-;4;-;-;-;-;-;-;-;4
"172208 Wanderlândia";-;-;-;-;1;1;-;-;-;-;-;2;4
"172210 Xambioá";-;1;-;-;-;1;1;-;-;-;1;-;4
"210005 Açailândia";14;2;6;3;2;-;-;-;-;-;-;-;27
"210030 Aldeias Altas";9;-;8;3;1;-;-;-;-;-;-;-;21
"210043 Alto Alegre do Maranhão";1;-;1;-;-;-;-;-;-;-;-;-;2
"210047 Alto Alegre do Pindaré";-;1;6;1;-;-;-;-;-;-;-;1;9
"210050 Alto Parnaíba";-;-;2;2;3;-;-;-;-;-;-;2;9
"210055 Amapá do Maranhão";-;-;-;4;-;-;-;-;-;-;-;-;4
"210060 Amarante do Maranhão";-;-;8;5;13;10;7;1;-;-;-;1;45
"210080 Anapurus";-;-;5;-;-;-;-;-;-;-;-;-;5
"210087 Araguanã";-;-;-;-;1;-;-;-;-;-;-;-;1
"210090 Araioses";-;2;10;22;5;7;8;-;1;-;-;-;55
"210095 Arame";-;1;5;5;-;1;-;-;-;-;-;-;12
"210100 Arari";-;-;1;3;-;-;-;-;-;-;-;-;4
"210110 Axixá";1;-;-;-;-;9;5;1;-;-;-;-;16
"210120 Bacabal";-;1;23;28;-;-;-;-;-;-;-;-;52
