"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150820 Vigia";1;7;6;2;1;4;-;1;1;-;-;-;23
"150830 Viseu";-;-;12;18;15;22;-;4;-;-;-;-;71
"150835 Vitória do Xingu";-;5;1;1;2;9;2;-;-;1;-;-;21
"150840 Xinguara";1;2;-;-;-;-;-;-;-;1;1;7;12
"160010 Amapá";-;-;-;-;-;-;1;-;-;-;-;-;1
"160020 Calçoene";-;-;1;-;-;-;-;-;-;-;-;-;1
"160023 Ferreira Gomes";20;11;17;8;2;6;2;-;-;-;-;-;66
"160027 Laranjal do Jari";4;15;27;69;29;10;3;-;-;-;-;-;157
"160030 Macapá";32;37;43;47;33;21;30;46;25;28;7;17;366
"160040 Mazagão";-;-;-;-;-;-;-;-;2;6;3;5;16
"160050 Oiapoque";-;-;1;-;-;1;-;-;-;-;-;-;2
"160015 Pedra Branca do Amapari";-;-;16;20;2;-;-;-;2;28;10;-;78
"160060 Santana";1;7;4;3;8;3;1;9;4;2;2;5;49
"160005 Serra do Navio";2;-;-;2;-;1;1;4;2;-;-;-;12
"160070 Tartarugalzinho";1;7;13;-;-;-;-;-;-;-;-;2;23
"160080 Vitória do Jari";-;-;-;1;1;1;-;-;1;-;-;-;4
"170025 Abreulândia";-;-;1;-;-;-;-;-;-;-;-;-;1
"170070 Alvorada";-;1;2;3;2;1;-;-;-;-;-;-;9
"170100 Ananás";1;1;3;7;10;2;-;-;-;-;-;-;24
"170110 Aparecida do Rio Negro";-;-;-;-;-;-;-;-;-;-;1;-;1
"170200 Araguaçu";1;2;8;3;4;2;-;1;-;-;-;-;21
"170210 Araguaína";80;36;61;95;41;28;15;23;14;18;15;19;445
"170215 Araguanã";1;1;1;3;2;-;-;-;-;-;-;2;10
"170220 Araguatins";2;6;3;11;1;-;-;-;-;-;4;2;29
"170230 Arapoema";1;-;-;-;2;-;1;-;-;-;-;-;4
"170240 Arraias";-;1;10;5;-;4;-;-;1;-;-;-;21
"170255 Augustinópolis";2;2;-;-;-;-;-;-;-;1;-;-;5
"170290 Axixá do Tocantins";-;-;-;1;1;-;-;-;-;-;-;-;2
"170305 Bandeirantes do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;1
"170310 Barrolândia";-;-;1;-;-;-;-;-;-;-;2;1;4
"170320 Bernardo Sayão";-;1;-;-;4;-;-;-;-;-;-;1;6
"170330 Bom Jesus do Tocantins";-;-;-;1;-;-;-;-;-;-;-;-;1
"170370 Brejinho de Nazaré";-;1;-;-;-;-;-;-;-;-;2;-;3
"170380 Buriti do Tocantins";-;-;1;1;-;-;-;-;-;-;-;-;2
"170384 Campos Lindos";-;-;-;2;1;-;-;-;-;-;4;10;17
"170386 Cariri do Tocantins";1;2;3;24;12;1;-;-;-;-;1;-;44
"170389 Carrasco Bonito";1;-;-;-;-;-;-;-;-;-;-;-;1
"170390 Caseara";-;-;1;-;-;-;-;-;-;-;-;-;1
"170510 Chapada da Natividade";-;-;-;-;7;-;-;-;-;-;-;2;9
"170550 Colinas do Tocantins";-;4;2;3;-;2;-;-;-;-;-;-;11
"171670 Colméia";-;1;-;2;1;-;-;-;-;-;3;1;8
"170555 Combinado";5;6;6;1;1;6;-;-;-;-;-;-;25
"170600 Couto Magalhães";-;-;-;1;-;-;-;-;-;1;1;-;3
"170700 Dianópolis";1;-;2;1;-;-;1;1;1;-;3;33;43
"170710 Divinópolis do Tocantins";-;-;1;5;4;1;1;-;-;-;1;1;14
"170720 Dois Irmãos do Tocantins";-;2;-;-;-;-;-;-;-;-;-;-;2
"170740 Esperantina";-;1;1;4;3;1;-;-;-;-;-;1;11
"170765 Figueirópolis";-;1;1;1;2;-;-;-;-;-;1;-;6
"170770 Filadélfia";1;-;-;1;1;-;-;-;-;-;-;-;3
"170820 Formoso do Araguaia";2;3;-;2;4;-;1;-;-;1;10;8;31
"170830 Goianorte";-;-;-;1;-;-;-;-;-;-;-;-;1
"170900 Goiatins";-;-;-;-;1;-;-;-;-;-;-;-;1
"170930 Guaraí";3;3;2;3;-;2;1;-;-;-;2;-;16
"170950 Gurupi";4;4;6;4;7;2;1;2;1;3;4;6;44
"171050 Itacajá";-;5;24;22;-;-;-;-;-;1;1;2;55
"171070 Itaguatins";-;-;-;1;-;-;2;-;-;-;-;-;3
"171090 Itapiratins";-;-;1;-;-;-;-;-;-;-;-;-;1
"171110 Itaporã do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"171150 Jaú do Tocantins";-;-;-;-;1;1;-;-;-;-;-;-;2
"171190 Lagoa da Confusão";-;1;-;-;-;-;-;-;-;-;-;-;1
"171215 Lavandeira";1;-;-;1;1;-;-;-;-;-;-;-;3
"171245 Luzinópolis";-;-;1;-;1;-;-;-;-;-;-;2;4
"171250 Marianópolis do Tocantins";1;-;1;4;1;-;-;-;-;-;1;-;8
"171280 Maurilândia do Tocantins";-;-;-;-;-;-;-;-;-;-;-;1;1
"171320 Miracema do Tocantins";1;-;2;1;2;3;-;2;-;2;2;8;23
"171330 Miranorte";-;-;1;-;-;-;-;-;1;1;-;-;3
"171360 Monte do Carmo";-;-;-;-;-;-;-;-;-;-;-;6;6
"171395 Muricilândia";-;-;-;-;3;1;-;-;-;-;-;-;4
"171420 Natividade";2;3;15;49;66;-;-;-;-;2;2;11;150
"171430 Nazaré";-;2;2;-;-;-;-;-;-;-;-;-;4
"171488 Nova Olinda";2;1;1;1;1;1;-;1;-;-;-;1;9
"171510 Novo Acordo";-;-;-;3;-;-;-;-;-;-;-;-;3
"171550 Oliveira de Fátima";-;-;-;-;-;-;-;-;-;1;-;4;5
"172100 Palmas";22;33;84;111;134;64;24;24;22;35;220;552;1325
"171570 Palmeirante";-;-;-;-;-;-;1;-;-;-;-;-;1
"171380 Palmeiras do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;1
"171575 Palmeirópolis";1;3;-;-;-;4;1;-;-;-;-;2;11
"171610 Paraíso do Tocantins";4;3;7;2;2;1;-;3;-;2;7;21;52
"171620 Paranã";1;1;-;-;2;-;-;-;-;-;-;-;4
"171650 Pedro Afonso";-;-;-;-;1;-;-;-;-;-;1;-;2
"171660 Peixe";1;-;-;-;-;-;-;-;-;-;-;-;1
"171665 Pequizeiro";1;-;1;-;-;-;-;2;-;-;-;-;4
"171700 Pindorama do Tocantins";1;4;11;5;7;-;-;-;3;-;1;13;45
"171750 Pium";2;-;-;-;-;-;-;-;-;1;1;-;4
"171780 Ponte Alta do Bom Jesus";-;-;-;-;1;2;-;-;-;-;-;1;4
"171790 Ponte Alta do Tocantins";1;1;-;-;-;-;-;-;-;-;-;-;2
"171800 Porto Alegre do Tocantins";-;-;-;2;1;-;3;-;-;-;-;-;6
"171820 Porto Nacional";3;1;1;10;10;10;7;2;7;5;13;41;110
"171830 Praia Norte";1;2;1;2;2;-;-;-;1;-;-;-;9
"171845 Pugmil";-;-;-;-;-;-;-;-;-;-;1;-;1
"171870 Rio dos Bois";-;-;1;3;1;-;-;-;-;1;-;1;7
"171875 Rio Sono";-;1;-;-;-;-;-;-;-;-;-;-;1
"171880 Sampaio";-;2;-;-;-;-;-;-;-;-;-;-;2
"171886 Santa Fé do Araguaia";-;-;-;-;2;-;-;-;-;-;-;-;2
"171888 Santa Maria do Tocantins";-;-;-;-;3;-;-;-;-;-;-;-;3
"171890 Santa Rosa do Tocantins";-;-;-;-;-;-;-;1;2;-;-;2;5
"172000 Santa Terezinha do Tocantins";-;1;-;4;3;-;-;-;-;-;-;-;8
"172025 São Salvador do Tocantins";-;-;2;-;-;-;-;-;-;-;-;-;2
"172030 São Sebastião do Tocantins";-;1;-;1;-;-;-;-;-;-;-;-;2
"172049 São Valério";-;-;-;-;-;-;-;-;-;-;-;1;1
"172065 Silvanópolis";-;-;-;-;-;1;-;1;-;-;1;1;4
"172080 Sítio Novo do Tocantins";1;-;-;-;-;-;-;-;-;-;-;1;2
"172090 Taguatinga";-;-;-;4;-;2;1;1;2;1;-;1;12
"172097 Talismã";15;10;6;3;-;-;-;-;-;-;-;2;36
"172110 Tocantínia";-;-;3;-;-;-;-;-;-;-;-;-;3
"172120 Tocantinópolis";1;2;3;3;6;2;2;1;-;2;1;3;26
"172208 Wanderlândia";-;-;-;-;-;2;-;-;-;-;-;-;2
"172210 Xambioá";-;-;-;-;-;1;-;-;-;-;-;-;1
"210030 Aldeias Altas";-;-;-;6;5;-;-;-;-;-;-;-;11
"210047 Alto Alegre do Pindaré";12;3;1;4;4;2;1;4;2;-;1;-;34
"210050 Alto Parnaíba";1;1;3;2;14;3;-;1;-;-;-;3;28
"210060 Amarante do Maranhão";-;-;-;-;1;1;-;-;-;-;-;-;2
"210070 Anajatuba";-;-;-;-;-;-;-;1;-;-;-;-;1
"210080 Anapurus";-;-;-;24;35;-;1;-;-;-;-;-;60
"210083 Apicum-Açu";-;-;-;1;-;-;-;1;-;-;-;-;2
"210095 Arame";-;2;-;1;4;3;2;1;-;-;-;1;14
"210120 Bacabal";1;-;-;-;-;-;-;-;-;-;-;-;1
"210125 Bacabeira";-;-;2;-;-;1;-;-;-;-;-;-;3
"210130 Bacuri";-;-;-;-;1;-;-;-;-;-;-;-;1
"210140 Balsas";2;1;3;5;1;1;-;2;-;-;-;1;16
"210160 Barra do Corda";73;28;46;62;55;18;21;17;25;36;18;-;399
"210170 Barreirinhas";-;-;-;-;1;-;-;-;-;-;-;-;1
"210180 Benedito Leite";-;1;-;-;-;-;-;-;-;-;-;-;1
"210190 Bequimão";-;-;-;-;-;1;-;-;-;-;-;-;1
"210200 Bom Jardim";-;-;1;1;1;2;-;-;-;-;-;-;5
"210220 Buriti";1;-;-;-;-;-;-;-;-;-;-;-;1
"210230 Buriti Bravo";-;-;-;2;-;-;-;-;-;-;-;-;2
"210232 Buriticupu";3;1;-;-;-;-;-;-;-;-;-;-;4
"210235 Buritirana";-;1;-;-;-;-;-;-;-;-;1;-;2
"210255 Campestre do Maranhão";1;1;1;1;1;-;-;1;1;-;1;-;8
"210275 Capinzal do Norte";-;-;-;-;-;-;-;-;1;-;-;-;1
"210280 Carolina";-;-;1;7;4;1;1;-;-;-;-;-;14
"210300 Caxias";-;-;2;13;118;44;1;1;3;1;1;1;185
"210320 Chapadinha";1;-;-;9;16;-;-;-;-;-;-;-;26
"210325 Cidelândia";-;-;-;-;2;-;-;-;-;-;-;-;2
"210360 Coroatá";4;-;-;4;1;-;-;-;-;-;-;-;9
"210370 Cururupu";-;-;-;-;-;-;1;-;-;-;-;-;1
"210390 Duque Bacelar";-;-;-;1;-;-;-;-;-;-;-;-;1
"210400 Esperantinópolis";-;-;-;2;-;-;-;-;-;-;-;-;2
"210405 Estreito";-;1;-;9;-;-;-;-;-;-;-;-;10
"210407 Feira Nova do Maranhão";-;-;1;-;-;-;-;-;-;-;-;-;1
"210408 Fernando Falcão";-;-;-;-;-;-;-;-;-;-;-;1;1
"210409 Formosa da Serra Negra";-;1;-;1;1;-;-;-;-;-;-;-;3
"210410 Fortaleza dos Nogueiras";1;-;-;6;1;-;-;-;-;-;-;-;8
"210420 Fortuna";-;-;1;-;-;-;-;-;-;-;-;-;1
"210450 Governador Archer";1;1;-;-;-;-;-;-;-;-;-;-;2
"210455 Governador Edison Lobão";-;-;-;2;8;5;7;4;3;3;-;2;34
"210462 Governador Luiz Rocha";-;-;4;-;-;-;-;1;-;-;-;-;5
"210465 Governador Newton Bello";-;3;-;1;-;-;-;-;-;-;-;-;4
"210467 Governador Nunes Freire";-;-;6;1;-;1;-;-;1;-;-;-;9
"210480 Grajaú";-;-;1;1;-;-;-;-;-;1;-;-;3
"210500 Humberto de Campos";1;1;-;-;2;-;1;-;-;-;1;-;6
"210515 Igarapé do Meio";-;-;1;1;-;-;-;-;-;-;-;-;2
"210520 Igarapé Grande";-;1;-;-;2;-;-;-;-;-;-;-;3
"210530 Imperatriz";12;6;4;12;1;1;-;6;-;-;1;2;45
"210540 Itapecuru Mirim";-;-;2;1;26;-;-;-;-;-;-;1;30
"210542 Itinga do Maranhão";1;-;-;2;1;-;-;-;-;-;1;-;5
"210570 Lago da Pedra";-;1;-;-;-;-;-;-;-;-;-;1;2
"210592 Lagoa do Mato";-;1;-;-;-;-;-;-;-;-;-;-;1
"210596 Lagoa Grande do Maranhão";3;-;-;7;2;2;2;-;-;-;-;-;16
"210598 Lajeado Novo";-;-;1;-;-;-;-;-;-;-;-;-;1
"210632 Maracaçumé";8;6;34;21;10;4;1;-;-;-;-;-;84
"210660 Matões";-;1;-;-;-;-;-;-;-;-;-;-;1
"210663 Matões do Norte";-;-;-;1;-;-;-;-;-;-;-;-;1
"210675 Miranda do Norte";3;14;1;-;-;1;-;-;-;-;-;-;19
"210700 Montes Altos";2;-;-;2;1;-;-;-;-;-;-;-;5
"210720 Nina Rodrigues";-;-;-;2;3;4;-;1;-;-;-;-;10
"210725 Nova Colinas";-;-;1;-;-;-;-;-;-;-;-;-;1
"210730 Nova Iorque";5;-;1;-;-;-;-;-;-;-;-;-;6
"210750 Paço do Lumiar";-;-;-;-;-;-;-;-;2;1;-;-;3
"210770 Paraibano";-;-;1;-;2;-;-;-;-;-;-;-;3
"210810 Paulo Ramos";-;-;-;-;-;-;1;-;-;-;-;-;1
"210820 Pedreiras";-;-;1;2;2;-;-;1;-;-;-;-;6
"210860 Pinheiro";-;-;1;-;1;-;-;1;-;-;-;1;4
"210870 Pio XII";-;-;-;1;-;-;-;-;-;1;-;-;2
"210880 Pirapemas";-;-;-;-;1;1;-;-;-;-;-;-;2
"210900 Porto Franco";1;-;1;-;-;-;-;1;-;-;-;-;3
"210910 Presidente Dutra";-;-;-;-;-;-;-;-;-;-;1;1;2
"210927 Presidente Sarney";-;-;-;19;63;2;-;-;1;-;-;1;86
"210930 Presidente Vargas";1;-;-;-;1;-;-;-;-;-;-;-;2
"210950 Riachão";-;-;-;1;1;1;1;-;-;1;1;2;8
"210960 Rosário";1;1;-;-;-;-;-;-;-;-;-;-;2
"210980 Santa Helena";-;2;-;-;-;-;-;2;-;-;-;-;4
"210990 Santa Inês";-;2;-;2;-;-;2;1;-;1;5;2;15
"211000 Santa Luzia";-;-;-;3;1;-;-;-;-;-;-;-;4
"211020 Santa Rita";5;-;-;-;-;-;-;-;-;-;-;1;6
"211080 São Félix de Balsas";-;-;-;-;-;-;-;1;-;-;-;-;1
"211085 São Francisco do Brejão";-;-;-;2;-;-;1;-;1;-;-;-;4
"211090 São Francisco do Maranhão";-;-;-;-;2;-;1;-;-;-;-;-;3
"211105 São João do Paraíso";-;-;-;2;-;1;-;-;-;-;-;-;3
"211107 São João do Soter";-;1;-;-;1;-;-;-;-;-;-;-;2
"211120 São José de Ribamar";-;1;-;-;3;1;-;-;-;-;-;-;5
"211130 São Luís";56;110;97;111;162;42;36;43;27;23;32;26;765
"211140 São Luís Gonzaga do Maranhão";-;-;-;-;4;5;-;-;-;-;-;-;9
"211157 São Pedro dos Crentes";-;-;1;1;-;-;1;2;3;-;-;-;8
"211160 São Raimundo das Mangabeiras";-;1;1;-;-;-;-;-;-;-;-;-;2
"211167 São Roberto";1;-;-;-;-;-;-;-;-;-;-;-;1
"211174 Senador Alexandre Costa";-;-;-;2;-;-;-;-;-;-;-;-;2
"211176 Senador La Rocque";-;-;-;2;2;-;-;-;-;-;-;-;4
"211180 Sítio Novo";-;-;2;3;2;-;-;-;-;1;-;-;8
"211200 Tasso Fragoso";-;2;-;2;-;-;-;-;-;-;-;-;4
"211220 Timon";-;1;-;-;2;-;-;-;1;-;-;-;4
"211223 Trizidela do Vale";-;-;-;-;4;1;-;-;-;-;-;-;5
"211230 Tuntum";1;-;-;-;-;-;-;-;-;-;-;-;1
"211245 Turilândia";-;-;-;2;7;-;1;-;-;-;-;-;10
"211250 Tutóia";-;-;1;2;-;-;1;1;-;-;-;-;5
"211270 Vargem Grande";-;-;-;-;3;-;-;-;-;-;-;-;3
"211280 Viana";-;-;-;-;-;1;1;-;-;-;-;-;2
"211285 Vila Nova dos Martírios";1;1;-;1;-;-;-;-;-;-;-;-;3
"211300 Vitorino Freire";-;-;-;-;1;-;-;-;-;-;-;-;1
"211400 Zé Doca";-;-;-;1;1;-;-;-;-;-;-;-;2
"220010 Agricolândia";-;-;-;-;-;-;1;-;-;-;-;-;1
"220025 Alagoinha do Piauí";-;-;-;-;1;3;1;-;-;-;-;-;5
"220030 Alto Longá";-;-;1;1;1;1;-;7;8;3;-;5;27
"220040 Altos";-;-;1;-;-;1;1;-;-;-;-;-;3
"220050 Amarante";-;-;-;-;-;6;11;5;-;-;-;-;22
"220060 Angical do Piauí";-;-;-;-;2;-;-;-;-;-;-;-;2
"220070 Anísio de Abreu";-;1;3;2;2;-;-;-;-;-;-;-;8
"220080 Antônio Almeida";-;-;-;-;1;-;-;-;-;-;-;-;1
"220110 Avelino Lopes";-;-;-;-;1;-;-;-;-;-;-;-;1
"220115 Baixa Grande do Ribeiro";1;1;3;-;-;-;-;1;-;-;-;-;6
"220117 Barra D'Alcântara";-;1;-;-;-;-;-;-;-;-;-;-;1
"220155 Bela Vista do Piauí";-;-;-;3;7;4;-;-;-;-;-;-;14
"220160 Beneditinos";-;-;1;-;1;5;4;2;4;1;-;2;20
"220177 Boa Hora";-;3;4;-;2;-;-;-;-;-;-;-;9
"220180 Bocaina";-;-;-;-;-;1;-;-;-;-;-;-;1
"220190 Bom Jesus";3;1;-;1;3;-;-;3;1;-;2;-;14
"220192 Bonfim do Piauí";-;-;-;-;-;1;-;-;-;-;-;-;1
"220194 Boqueirão do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"220200 Buriti dos Lopes";-;-;-;-;-;-;-;-;-;-;1;-;1
"220208 Cajueiro da Praia";-;-;-;-;-;-;-;2;-;-;-;-;2
"220210 Campinas do Piauí";-;-;77;-;-;-;-;-;-;-;-;-;77
"220217 Campo Largo do Piauí";-;-;-;-;-;-;3;-;-;-;-;-;3
"220230 Canto do Buriti";1;-;-;2;1;-;-;-;-;-;-;-;4
"220240 Capitão de Campos";-;1;-;1;1;-;-;-;-;-;-;-;3
"220260 Castelo do Piauí";-;-;1;-;-;-;-;1;-;-;-;1;3
"220273 Coivaras";-;-;-;-;1;-;-;-;-;1;-;-;2
"220320 Curimatá";-;-;-;3;8;19;-;5;-;1;-;-;36
"220345 Dom Inocêncio";-;-;-;-;2;1;5;2;-;-;-;-;10
"220342 Domingos Mourão";-;-;-;-;1;-;-;-;-;-;-;-;1
"220350 Elesbão Veloso";1;-;-;-;3;2;-;-;-;-;-;-;6
"220370 Esperantina";-;-;-;-;-;2;-;-;-;1;-;-;3
"220390 Floriano";-;-;-;2;-;-;-;1;-;-;-;-;3
"220440 Gilbués";-;-;-;1;1;-;-;-;-;-;-;-;2
"220480 Ipiranga do Piauí";-;-;-;-;-;-;-;-;-;-;1;-;1
"220490 Isaías Coelho";-;-;-;-;-;1;-;-;-;-;-;-;1
"220500 Itainópolis";-;-;-;-;-;-;6;5;-;-;1;-;12
"220520 Jaicós";2;1;-;-;2;-;1;1;1;-;-;1;9
"220551 Juazeiro do Piauí";-;-;-;-;-;-;-;1;-;-;1;-;2
"220552 Júlio Borges";-;-;-;-;1;-;-;-;-;-;4;9;14
"220553 Jurema";-;12;9;8;23;25;-;-;-;-;-;-;77
"220555 Lagoa Alegre";-;-;-;-;-;-;-;1;-;-;-;-;1
"220557 Lagoa de São Francisco";-;-;-;-;-;-;-;-;2;-;-;-;2
"220554 Lagoinha do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;1
"220610 Matias Olímpio";-;-;2;-;-;-;-;-;-;-;-;-;2
"220620 Miguel Alves";-;-;-;-;-;1;-;-;-;-;-;-;1
"220635 Milton Brandão";-;-;-;-;1;-;-;-;-;-;-;-;1
"220675 Nossa Senhora de Nazaré";-;-;-;-;-;-;-;-;-;-;1;-;1
"220690 Novo Oriente do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"220700 Oeiras";1;4;5;10;8;8;1;-;-;-;-;-;37
"220730 Paes Landim";-;-;-;2;-;-;-;-;-;-;-;-;2
"220755 Paquetá";-;-;-;-;-;-;-;-;-;6;3;-;9
"220760 Parnaguá";-;-;3;-;-;7;2;2;1;-;-;1;16
"220770 Parnaíba";2;-;2;-;-;-;-;1;2;-;-;-;7
"220777 Patos do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"220779 Pau D'Arco do Piauí";-;-;-;-;-;-;-;-;1;-;-;-;1
"220780 Paulistana";-;-;-;-;-;-;7;7;1;-;-;-;15
"220790 Pedro II";1;1;-;1;-;1;-;-;-;-;-;-;4
"220800 Picos";1;-;-;3;2;6;3;3;2;7;-;-;27
"220830 Piracuruca";-;-;2;-;-;-;-;-;1;-;-;-;3
"220870 Redenção do Gurguéia";-;1;-;-;-;-;-;-;-;-;-;-;1
"220900 Rio Grande do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220910 Santa Cruz do Piauí";-;-;-;-;-;2;-;-;-;-;-;-;2
"220937 Santa Rosa do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;1
"220955 São Braz do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"220975 São Gonçalo do Gurguéia";-;-;-;-;1;-;-;-;-;-;-;-;1
"220985 São João da Canabrava";-;-;-;-;-;1;-;-;-;-;-;-;1
"220987 São João da Fronteira";1;-;-;-;-;-;-;-;-;1;-;-;2
"220997 São João do Arraial";-;1;-;-;-;-;-;-;-;-;1;-;2
"221000 São João do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"221005 São José do Divino";-;-;-;-;-;-;-;-;1;-;-;-;1
"221037 São Luis do Piauí";-;-;-;-;-;-;4;11;-;-;1;-;16
"221040 São Miguel do Tapuio";1;-;-;-;-;-;-;-;-;-;-;-;1
"221060 São Raimundo Nonato";1;2;21;15;12;13;11;13;4;1;5;3;101
"221063 Sebastião Leal";-;-;-;-;1;-;-;-;-;-;-;-;1
"221080 Simplício Mendes";-;-;1;10;28;10;2;1;-;-;-;1;53
"221093 Sussuapara";-;-;1;-;-;-;-;-;-;-;-;-;1
"221095 Tamboril do Piauí";-;-;-;-;-;-;-;-;-;-;-;1;1
"221100 Teresina";203;150;112;101;157;137;108;54;61;37;32;51;1203
"221120 Uruçuí";-;1;-;-;-;-;-;-;-;-;-;-;1
"221130 Valença do Piauí";-;-;-;1;-;4;1;-;1;-;-;-;7
"221135 Várzea Branca";-;-;-;-;1;-;-;-;-;-;-;-;1
"221140 Várzea Grande";-;-;1;-;-;-;-;-;-;-;-;-;1
"230040 Aiuaba";-;-;-;-;1;-;-;-;-;-;-;-;1
"230070 Alto Santo";-;1;-;-;-;-;-;-;-;-;-;-;1
"230090 Apuiarés";-;-;-;-;-;-;-;-;-;-;1;-;1
"230100 Aquiraz";-;-;-;-;1;-;-;-;-;-;-;-;1
"230110 Aracati";-;-;2;1;1;-;2;2;12;5;1;1;27
"230125 Ararendá";-;-;-;-;-;-;1;-;-;-;-;-;1
"230140 Aratuba";2;-;1;-;-;1;-;-;1;3;-;2;10
"230150 Arneiroz";-;1;-;-;-;-;-;-;-;-;-;1;2
"230180 Baixio";1;-;-;1;1;1;-;-;-;1;-;-;5
"230190 Barbalha";-;1;3;3;6;1;-;-;-;-;1;1;16
"230200 Barro";-;2;-;-;-;-;-;-;-;-;-;-;2
"230240 Boa Viagem";-;-;1;2;-;-;-;-;-;-;-;-;3
"230250 Brejo Santo";10;11;14;25;14;4;2;11;8;7;2;1;109
"230260 Camocim";-;1;-;-;-;-;-;-;-;-;-;-;1
"230280 Canindé";-;-;-;-;-;-;-;-;-;-;2;1;3
"230300 Caridade";-;2;-;-;-;-;-;-;-;-;-;-;2
"230320 Caririaçu";-;-;-;-;-;-;-;-;-;-;-;1;1
"230330 Cariús";1;1;-;-;-;-;-;-;-;-;-;-;2
"230340 Carnaubal";-;-;-;1;-;-;-;-;-;-;-;-;1
"230350 Cascavel";-;-;-;-;-;1;-;2;1;-;-;1;5
"230360 Catarina";-;-;-;-;-;1;-;-;-;-;-;-;1
"230365 Catunda";-;-;-;-;-;-;-;1;-;-;-;-;1
"230370 Caucaia";7;40;53;97;15;11;4;19;7;4;3;4;264
"230380 Cedro";-;-;-;-;2;3;1;-;-;-;1;-;7
"230393 Choró";-;-;-;-;-;1;2;-;1;1;-;-;5
"230410 Crateús";6;8;10;14;7;1;-;-;2;-;2;1;51
"230420 Crato";-;2;3;1;1;-;2;-;-;1;-;2;12
"230426 Deputado Irapuan Pinheiro";-;-;-;1;-;-;-;-;-;-;-;-;1
"230427 Ererê";-;-;-;-;-;-;-;-;-;-;-;2;2
"230428 Eusébio";-;-;1;-;-;-;-;-;-;-;-;-;1
"230430 Farias Brito";-;-;1;-;-;-;-;-;-;-;-;1;2
"230435 Forquilha";-;-;-;-;1;-;-;-;-;-;-;-;1
"230440 Fortaleza";114;166;278;427;136;73;60;56;40;37;38;54;1479
"230465 Graça";-;-;1;-;1;-;1;-;-;-;-;-;3
"230480 Granjeiro";1;-;-;-;-;-;-;-;-;-;-;-;1
"230490 Groaíras";-;-;1;2;-;-;1;-;-;-;-;-;4
"230500 Guaraciaba do Norte";-;-;-;-;-;-;-;-;-;1;1;-;2
"230520 Hidrolândia";-;-;-;1;-;-;-;-;-;-;-;-;1
"230523 Horizonte";-;2;2;4;1;-;-;-;-;-;-;-;9
"230526 Ibaretama";-;-;-;-;-;-;2;1;-;-;-;-;3
"230533 Ibicuitinga";-;-;-;-;-;-;-;-;5;-;-;-;5
"230535 Icapuí";-;-;-;-;3;1;1;3;-;-;-;-;8
"230540 Icó";-;3;2;4;53;48;33;6;13;-;-;-;162
"230550 Iguatu";1;-;3;10;19;37;47;25;12;5;2;1;162
"230565 Ipaporanga";-;-;-;-;-;-;-;-;-;-;1;-;1
"230570 Ipaumirim";-;-;-;-;1;15;17;25;10;-;-;-;68
"230580 Ipu";-;-;-;-;-;-;-;-;-;-;-;1;1
"230600 Iracema";-;-;-;-;1;-;1;-;-;-;-;-;2
"230610 Irauçuba";1;1;1;4;3;2;1;-;-;-;-;-;13
"230620 Itaiçaba";-;-;-;-;-;-;-;1;-;-;-;-;1
"230630 Itapagé";-;-;-;-;1;-;-;-;-;-;-;-;1
"230640 Itapipoca";-;1;-;-;-;1;-;-;1;-;-;-;3
"230655 Itarema";-;-;-;1;1;-;-;-;-;-;-;-;2
"230660 Itatira";-;-;-;-;-;-;-;1;-;2;1;-;4
"230670 Jaguaretama";-;-;-;1;-;-;-;-;-;-;-;-;1
"230680 Jaguaribara";-;1;4;-;-;-;1;-;-;-;-;-;6
"230690 Jaguaribe";2;-;-;2;1;-;-;1;1;-;-;-;7
"230700 Jaguaruana";-;-;-;-;4;11;23;28;28;52;11;1;158
"230720 Jati";-;-;-;-;-;1;-;-;-;-;-;-;1
"230725 Jijoca de Jericoacoara";-;-;1;-;1;1;-;-;-;-;-;1;4
"230730 Juazeiro do Norte";-;1;-;-;5;-;1;1;-;3;-;-;11
"230750 Lavras da Mangabeira";6;21;5;2;4;2;-;-;-;-;-;-;40
"230760 Limoeiro do Norte";-;-;1;1;-;1;5;1;-;1;1;2;13
"230763 Madalena";-;-;-;-;2;1;-;-;-;-;-;-;3
"230765 Maracanaú";2;2;3;3;2;-;-;4;-;-;2;-;18
"230770 Maranguape";1;1;-;3;1;2;3;-;-;-;1;-;12
"230790 Martinópole";-;-;1;-;-;-;-;-;-;-;-;-;1
"230800 Massapê";-;-;-;-;-;1;-;1;-;-;-;-;2
"230810 Mauriti";1;4;6;5;18;3;2;19;2;4;-;-;64
"230820 Meruoca";-;-;1;-;-;-;-;-;-;-;-;-;1
"230830 Milagres";-;1;1;1;1;2;-;-;-;-;-;-;6
