"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110149 São Francisco do Guaporé";20;10;25;4;7;2;1;-;-;-;-;3;72
"110032 São Miguel do Guaporé";23;17;4;-;-;-;-;-;-;-;-;-;44
"110150 Seringueiras";17;29;25;-;-;-;-;-;-;-;-;-;71
"110155 Teixeirópolis";-;1;1;1;1;-;-;-;-;-;1;-;5
"110160 Theobroma";2;3;2;5;-;-;-;-;1;-;-;8;21
"110170 Urupá";3;6;8;1;1;1;1;1;-;-;-;1;23
"110175 Vale do Anari";6;5;2;5;-;-;1;-;-;-;-;4;23
"110180 Vale do Paraíso";1;17;36;14;6;-;-;-;-;-;-;-;74
"110030 Vilhena";66;109;99;39;8;5;2;-;-;1;2;-;331
"120001 Acrelândia";-;1;1;-;-;-;-;-;-;-;-;2;4
"120005 Assis Brasil";91;346;45;-;-;-;-;-;-;-;-;-;482
"120010 Brasiléia";14;19;49;18;-;-;-;-;-;3;5;23;131
"120017 Capixaba";2;-;1;31;5;-;-;-;-;-;-;-;39
"120020 Cruzeiro do Sul";30;65;26;14;12;28;39;27;22;19;15;27;324
"120025 Epitaciolândia";32;29;34;48;11;1;-;-;-;-;-;3;158
"120030 Feijó";6;1;-;-;-;-;-;-;-;-;-;-;7
"120032 Jordão";-;1;-;-;-;-;-;-;-;-;-;-;1
"120033 Mâncio Lima";-;3;-;-;-;-;-;-;-;-;2;-;5
"120035 Marechal Thaumaturgo";-;1;-;-;-;-;-;-;-;-;-;-;1
"120038 Plácido de Castro";2;2;7;-;-;-;-;1;-;-;-;1;13
"120080 Porto Acre";-;1;-;-;-;-;-;-;-;-;-;-;1
"120040 Rio Branco";118;275;185;97;72;36;29;17;21;19;37;42;948
"120042 Rodrigues Alves";-;3;-;-;-;1;-;-;-;-;-;-;4
"120050 Sena Madureira";-;3;-;-;-;-;-;-;-;-;-;-;3
"120045 Senador Guiomard";2;-;4;5;-;-;-;-;-;-;-;-;11
"120070 Xapuri";29;29;25;15;7;3;-;1;-;1;5;3;118
"130002 Alvarães";-;-;2;-;-;-;-;-;-;-;-;-;2
"130010 Anori";-;-;-;-;1;-;-;-;-;-;-;-;1
"130014 Apuí";1;2;1;-;1;-;-;2;-;-;2;-;9
"130030 Autazes";-;13;10;-;-;-;-;-;-;-;-;-;23
"130040 Barcelos";-;-;1;1;2;-;-;1;-;-;-;-;5
"130050 Barreirinha";-;2;-;-;-;-;-;-;-;-;-;-;2
"130060 Benjamin Constant";-;-;-;1;-;-;-;-;-;1;2;16;20
"130063 Beruri";4;18;1;-;-;-;-;-;-;-;-;-;23
"130068 Boa Vista do Ramos";-;-;5;8;8;2;2;2;-;-;1;-;28
"130070 Boca do Acre";-;2;2;-;1;-;-;-;-;-;-;-;5
"130080 Borba";2;1;3;7;6;4;2;6;5;4;16;13;69
"130100 Carauari";-;-;1;-;2;-;-;-;-;-;-;-;3
"130110 Careiro";-;2;2;5;7;-;-;-;-;-;-;-;16
"130120 Coari";-;9;17;26;-;2;26;9;2;12;6;3;112
"130150 Envira";-;-;-;1;-;-;-;-;-;-;-;-;1
"130160 Fonte Boa";-;-;-;1;-;-;-;-;-;-;-;-;1
"130165 Guajará";1;3;3;9;7;28;3;4;2;1;4;1;66
"130170 Humaitá";4;16;5;4;1;-;-;-;-;-;-;-;30
"130185 Iranduba";3;3;5;1;4;-;-;-;-;-;-;-;16
"130190 Itacoatiara";14;25;17;14;19;11;7;3;4;-;-;1;115
"130210 Japurá";-;-;-;4;1;2;-;-;-;-;7;-;14
"130240 Lábrea";1;8;9;5;1;4;1;-;-;-;-;-;29
"130250 Manacapuru";5;5;6;12;1;3;4;4;-;-;1;2;43
"130255 Manaquiri";-;-;2;-;-;-;-;-;-;-;-;-;2
"130260 Manaus";300;620;981;1256;792;528;228;119;104;139;162;125;5354
"130280 Maraã";-;-;1;-;1;-;-;-;-;-;-;-;2
"130290 Maués";33;30;18;31;10;10;6;5;-;3;1;5;152
"130310 Nova Olinda do Norte";-;2;11;50;20;8;8;2;3;-;5;-;109
"130320 Novo Airão";3;2;1;1;11;22;11;8;4;2;4;4;73
"130330 Novo Aripuanã";9;39;105;98;48;2;1;1;-;-;-;1;304
"130340 Parintins";-;1;3;5;4;-;-;1;-;-;-;-;14
"130353 Presidente Figueiredo";2;3;5;15;2;1;-;-;-;-;-;-;28
"130380 São Gabriel da Cachoeira";6;-;1;2;4;101;58;31;8;1;-;-;212
"130400 Silves";1;-;2;2;2;1;1;-;-;-;-;-;9
"130406 Tabatinga";9;72;78;61;26;31;11;21;11;7;5;11;343
"130410 Tapauá";25;34;18;1;-;-;-;-;-;-;-;6;84
"130420 Tefé";-;-;4;4;6;10;10;6;20;5;5;7;77
"130430 Urucará";-;1;-;54;5;-;-;-;-;-;-;-;60
"130440 Urucurituba";-;1;8;25;5;3;5;3;-;-;-;-;50
"140005 Alto Alegre";-;-;-;-;-;-;-;2;1;-;-;-;3
"140002 Amajari";4;1;-;-;-;-;-;-;-;-;-;-;5
"140010 Boa Vista";3;8;12;3;4;4;7;11;5;13;8;4;82
"140015 Bonfim";-;-;-;-;-;1;1;1;-;-;-;-;3
"140017 Cantá";1;1;-;-;-;-;-;2;10;-;2;-;16
"140020 Caracaraí";-;-;-;-;1;1;-;5;-;-;-;-;7
"140023 Caroebe";1;3;35;6;1;-;1;-;-;-;-;-;47
"140028 Iracema";-;-;-;-;-;-;1;1;-;-;-;-;2
"140030 Mucajaí";2;1;1;-;-;1;2;1;-;-;-;-;8
"140047 Rorainópolis";-;-;-;-;-;-;-;-;2;-;-;2;4
"140050 São João da Baliza";-;-;1;1;3;1;3;12;7;2;1;2;33
"150010 Abaetetuba";11;22;16;7;9;3;9;15;9;7;6;11;125
"150013 Abel Figueiredo";1;7;5;2;2;3;-;-;-;-;-;-;20
"150020 Acará";-;1;2;2;-;-;-;-;2;-;-;-;7
"150030 Afuá";-;-;-;-;-;-;-;-;-;-;-;1;1
"150034 Água Azul do Norte";10;2;-;1;-;-;-;-;-;-;1;2;16
"150040 Alenquer";50;143;160;110;58;8;-;3;-;-;-;-;532
"150050 Almeirim";-;-;1;-;-;-;-;-;-;-;-;-;1
"150060 Altamira";1;20;25;12;2;6;-;4;8;1;1;3;83
"150080 Ananindeua";100;74;37;18;15;17;16;6;5;13;6;3;310
"150085 Anapu";6;24;18;1;-;-;-;-;-;-;-;3;52
"150090 Augusto Corrêa";1;-;1;1;-;-;-;-;1;-;-;-;4
"150095 Aurora do Pará";1;1;-;1;1;-;-;-;-;-;-;-;4
"150100 Aveiro";-;-;1;-;-;-;-;-;-;-;-;-;1
"150120 Baião";-;2;-;-;-;-;-;-;1;-;-;-;3
"150125 Bannach";6;19;8;1;-;-;-;-;-;2;1;1;38
"150130 Barcarena";8;21;23;2;4;2;2;6;2;3;2;-;75
"150140 Belém";113;204;176;52;64;27;13;11;21;19;20;19;739
"150145 Belterra";1;11;5;2;2;-;-;-;-;-;-;-;21
"150150 Benevides";18;6;7;14;-;-;-;-;1;1;-;-;47
"150157 Bom Jesus do Tocantins";-;-;-;1;-;-;-;-;-;-;-;-;1
"150160 Bonito";-;-;-;-;-;-;-;-;-;-;1;1;2
"150170 Bragança";29;25;24;32;13;22;9;14;18;23;8;3;220
"150172 Brasil Novo";-;8;13;9;10;2;1;-;-;-;2;-;45
"150175 Brejo Grande do Araguaia";4;7;-;30;1;-;-;-;-;-;-;-;42
"150178 Breu Branco";-;3;3;4;134;45;37;29;-;98;49;54;456
"150180 Breves";12;16;11;5;-;-;1;-;-;-;-;-;45
"150195 Cachoeira do Piriá";4;51;12;7;4;-;1;1;1;-;-;-;81
"150210 Cametá";2;7;21;6;1;1;6;-;-;-;-;1;45
"150215 Canaã dos Carajás";22;34;8;5;4;1;-;-;-;-;2;6;82
"150220 Capanema";5;7;7;5;10;33;29;33;10;1;-;-;140
"150230 Capitão Poço";4;2;5;9;4;6;15;6;11;6;6;2;76
"150240 Castanhal";10;4;11;8;10;1;8;1;3;-;1;2;59
"150260 Colares";-;-;-;-;-;1;-;-;-;1;-;-;2
"150270 Conceição do Araguaia";17;27;12;4;2;-;-;1;8;3;9;12;95
"150275 Concórdia do Pará";-;1;-;3;-;1;-;-;-;-;-;-;5
"150276 Cumaru do Norte";27;38;78;20;7;-;9;-;-;-;-;-;179
"150277 Curionópolis";-;-;-;32;20;1;-;-;-;-;-;1;54
"150285 Curuá";-;-;1;1;3;-;-;-;-;-;-;-;5
"150290 Curuçá";4;2;-;-;-;1;-;3;1;-;-;-;11
"150293 Dom Eliseu";-;7;127;283;78;8;-;-;-;-;-;-;503
"150295 Eldorado do Carajás";-;-;-;-;2;2;-;-;-;-;-;-;4
"150304 Floresta do Araguaia";25;2;2;145;15;1;-;-;-;-;-;-;190
"150307 Garrafão do Norte";-;-;1;-;1;-;1;-;-;-;-;-;3
"150309 Goianésia do Pará";5;5;24;63;19;-;-;-;-;-;-;-;116
"150310 Gurupá";-;10;2;4;-;-;-;-;-;-;-;-;16
"150320 Igarapé-Açu";7;2;3;6;2;-;-;-;2;-;-;-;22
"150330 Igarapé-Miri";-;1;2;1;-;-;-;-;-;-;-;-;4
"150340 Inhangapi";1;7;2;1;-;-;1;-;-;-;-;-;12
"150345 Ipixuna do Pará";1;1;1;1;-;-;-;-;1;-;1;-;6
"150350 Irituia";-;3;-;1;1;-;-;-;-;-;-;-;5
"150360 Itaituba";7;89;185;186;56;12;7;1;-;9;1;2;555
"150370 Itupiranga";-;10;4;-;-;1;7;2;1;-;-;-;25
"150375 Jacareacanga";-;1;1;1;-;-;-;-;-;-;-;-;3
"150380 Jacundá";1;11;20;11;9;3;3;3;6;1;-;-;68
"150390 Juruti";-;4;9;12;2;2;1;-;-;1;-;-;31
"150400 Limoeiro do Ajuru";1;-;1;-;-;-;-;2;1;-;-;-;5
"150405 Mãe do Rio";-;2;1;1;-;-;-;-;-;-;-;-;4
"150420 Marabá";9;19;91;29;94;95;63;25;21;16;38;42;542
"150430 Maracanã";-;2;4;5;-;3;-;-;1;1;-;-;16
"150442 Marituba";40;54;35;8;1;5;12;20;4;5;7;5;196
"150445 Medicilândia";4;-;-;-;-;-;-;-;-;-;-;-;4
"150460 Mocajuba";1;4;16;-;-;-;-;-;-;-;-;-;21
"150470 Moju";-;1;2;-;-;-;-;-;-;-;-;-;3
"150475 Mojuí dos Campos";2;8;3;5;9;2;1;-;-;1;-;-;31
"150480 Monte Alegre";184;151;84;51;24;5;2;-;-;-;-;-;501
"150490 Muaná";-;2;-;1;-;-;-;-;-;-;-;-;3
"150495 Nova Esperança do Piriá";-;-;5;-;-;1;-;1;2;-;2;15;26
"150497 Nova Ipixuna";17;11;4;1;13;19;25;7;-;-;-;-;97
"150500 Nova Timboteua";1;11;6;-;-;-;-;-;-;-;-;-;18
"150503 Novo Progresso";63;108;17;9;32;4;7;4;8;8;25;16;301
"150506 Novo Repartimento";6;27;97;35;16;6;-;-;-;1;1;3;192
"150510 Óbidos";-;4;4;6;11;4;3;3;1;5;6;-;47
"150520 Oeiras do Pará";-;-;3;2;3;1;-;-;-;-;-;-;9
"150530 Oriximiná";64;138;67;23;10;7;2;4;-;2;3;2;322
"150540 Ourém";-;-;1;-;-;-;-;-;-;-;-;-;1
"150543 Ourilândia do Norte";12;6;2;1;2;6;9;2;1;-;-;-;41
"150548 Pacajá";12;86;81;25;12;3;-;2;1;-;1;-;223
"150550 Paragominas";-;1;1;-;1;1;1;-;-;-;3;-;8
"150553 Parauapebas";39;71;62;17;29;30;24;15;19;20;6;15;347
"150555 Pau D'Arco";5;15;16;4;-;-;-;-;-;-;-;-;40
"150560 Peixe-Boi";-;-;1;6;2;2;-;-;1;6;4;-;22
"150563 Piçarra";3;1;-;-;-;-;-;-;-;-;-;-;4
"150565 Placas";-;1;-;2;-;-;-;-;-;1;-;-;4
"150570 Ponta de Pedras";8;16;17;4;-;7;-;-;1;-;-;-;53
"150580 Portel";1;3;7;3;3;-;2;1;-;-;-;-;20
"150590 Porto de Moz";1;3;1;3;-;-;-;-;-;-;1;-;9
"150600 Prainha";16;16;15;15;21;1;-;-;-;-;-;-;84
"150610 Primavera";-;3;17;6;1;-;-;1;3;-;-;-;31
"150611 Quatipuru";-;28;1;3;-;-;-;2;4;-;1;-;39
"150613 Redenção";10;-;6;3;-;1;2;2;5;4;7;5;45
"150616 Rio Maria";4;11;2;-;1;-;-;-;-;-;-;-;18
"150618 Rondon do Pará";-;3;21;103;95;13;5;4;-;-;-;-;244
"150619 Rurópolis";45;80;49;39;12;3;-;3;-;-;-;1;232
"150620 Salinópolis";-;2;3;-;-;-;-;2;7;-;1;1;16
"150630 Salvaterra";-;1;6;3;4;1;3;3;-;-;1;1;23
"150635 Santa Bárbara do Pará";1;3;3;-;-;-;1;-;-;-;-;-;8
"150650 Santa Izabel do Pará";6;7;4;1;2;2;-;-;-;-;-;-;22
"150655 Santa Luzia do Pará";-;1;18;1;-;-;-;-;-;-;-;-;20
"150658 Santa Maria das Barreiras";64;37;7;1;1;-;-;-;-;-;-;-;110
"150660 Santa Maria do Pará";1;7;1;1;3;-;-;-;-;-;-;-;13
"150670 Santana do Araguaia";28;66;51;4;10;3;1;-;1;-;-;-;164
"150680 Santarém";5;4;3;3;4;2;-;3;-;-;-;-;24
"150690 Santarém Novo";-;-;-;-;1;1;-;-;-;-;-;-;2
"150700 Santo Antônio do Tauá";8;3;1;-;-;-;-;-;-;-;-;-;12
"150710 São Caetano de Odivelas";-;1;2;-;-;-;-;-;-;-;-;-;3
"150715 São Domingos do Araguaia";3;24;19;3;5;10;1;32;24;5;-;-;126
"150720 São Domingos do Capim";-;1;-;3;-;-;-;-;-;-;-;-;4
"150730 São Félix do Xingu";22;45;33;14;9;8;3;-;-;-;-;-;134
"150740 São Francisco do Pará";-;-;2;3;1;-;-;-;-;-;-;-;6
"150745 São Geraldo do Araguaia";12;18;8;15;9;22;2;8;3;-;1;1;99
"150746 São João da Ponta";-;4;1;-;-;-;-;-;-;-;-;-;5
"150747 São João de Pirabas";3;14;2;-;1;1;1;3;-;-;-;-;25
"150750 São João do Araguaia";1;2;-;10;7;6;13;13;10;10;27;7;106
"150760 São Miguel do Guamá";-;2;2;1;1;-;-;-;3;-;-;-;9
"150770 São Sebastião da Boa Vista";1;2;1;1;1;-;-;-;-;-;-;-;6
"150775 Sapucaia";-;-;-;-;-;-;-;-;-;-;7;84;91
"150780 Senador José Porfírio";2;-;9;5;1;1;1;4;-;-;-;-;23
"150790 Soure";2;4;8;14;1;3;-;-;-;-;-;-;32
"150795 Tailândia";2;6;4;1;2;3;1;1;-;-;-;-;20
"150796 Terra Alta";-;2;-;-;-;-;-;-;1;-;-;-;3
"150800 Tomé-Açu";15;48;24;3;-;-;-;-;2;-;-;-;92
"150803 Tracuateua";4;3;12;3;1;5;7;6;-;-;-;-;41
"150805 Trairão";3;-;5;1;-;-;-;-;-;-;-;-;9
"150808 Tucumã";-;-;2;1;-;-;-;-;-;2;-;-;5
"150810 Tucuruí";11;41;33;82;79;12;31;33;25;11;8;6;372
"150812 Ulianópolis";-;-;1;-;1;-;1;-;-;-;-;-;3
"150815 Uruará";-;1;16;7;-;-;-;-;-;-;-;-;24
"150830 Viseu";-;-;16;-;-;5;-;-;-;-;-;-;21
"150835 Vitória do Xingu";2;9;1;1;3;1;1;-;-;-;-;1;19
"150840 Xinguara";-;2;2;-;4;2;-;1;1;-;-;77;89
"160010 Amapá";-;-;-;-;-;-;-;1;1;-;-;-;2
"160020 Calçoene";11;14;21;19;-;2;3;-;1;1;3;-;75
"160023 Ferreira Gomes";11;43;44;22;3;2;-;-;-;-;-;-;125
"160027 Laranjal do Jari";1;1;-;-;-;-;-;-;-;-;-;-;2
"160030 Macapá";24;82;166;155;139;55;50;67;70;67;42;36;953
"160040 Mazagão";-;2;2;-;-;-;4;-;-;1;-;-;9
"160050 Oiapoque";22;74;142;65;29;9;7;15;12;8;4;4;391
"160015 Pedra Branca do Amapari";10;16;1;25;14;9;7;10;1;7;5;-;105
"160060 Santana";2;8;12;4;16;7;1;5;7;8;4;4;78
"160005 Serra do Navio";1;-;2;8;4;2;-;1;-;-;-;1;19
"160070 Tartarugalzinho";8;25;21;14;-;-;-;2;-;-;-;-;70
"170025 Abreulândia";-;-;-;-;-;-;-;1;-;-;-;-;1
"170030 Aguiarnópolis";-;1;2;5;1;1;-;-;-;-;-;1;11
"170035 Aliança do Tocantins";6;2;-;1;1;-;-;-;-;-;-;-;10
"170040 Almas";3;14;3;2;2;-;-;-;-;-;-;-;24
"170070 Alvorada";-;3;4;4;2;-;-;-;-;-;-;-;13
"170100 Ananás";-;-;5;1;18;14;1;1;1;4;1;3;49
"170110 Aparecida do Rio Negro";9;16;16;10;8;4;1;-;2;-;2;5;73
"170130 Aragominas";1;10;20;-;3;1;1;-;-;-;-;-;36
"170190 Araguacema";7;12;4;-;-;-;-;-;-;1;1;-;25
"170200 Araguaçu";7;34;59;23;15;6;-;1;-;-;-;2;147
"170210 Araguaína";92;178;180;171;154;82;53;32;15;19;47;55;1078
"170215 Araguanã";-;5;3;6;2;-;-;1;1;-;2;-;20
"170220 Araguatins";7;18;8;-;14;2;-;-;-;1;2;2;54
"170230 Arapoema";-;1;1;-;1;-;-;-;-;-;-;-;3
"170240 Arraias";5;6;11;3;2;-;-;-;-;-;-;-;27
"170255 Augustinópolis";2;12;4;29;22;-;-;-;-;-;-;-;69
"170270 Aurora do Tocantins";-;1;10;2;4;1;-;-;-;-;-;-;18
"170300 Babaçulândia";-;12;6;2;3;-;1;-;-;-;-;-;24
"170305 Bandeirantes do Tocantins";3;1;2;-;-;-;-;-;-;-;-;-;6
"170310 Barrolândia";-;3;1;2;-;2;-;-;-;1;2;-;11
"170320 Bernardo Sayão";1;1;-;-;-;-;-;-;-;-;-;-;2
"170330 Bom Jesus do Tocantins";12;4;-;-;-;-;-;-;-;-;-;-;16
"170360 Brasilândia do Tocantins";-;-;2;-;-;-;-;-;-;-;-;-;2
"170370 Brejinho de Nazaré";2;1;2;2;1;-;-;-;1;1;5;-;15
"170380 Buriti do Tocantins";12;4;10;5;4;1;1;-;-;-;-;-;37
"170382 Cachoeirinha";-;13;4;1;-;-;-;-;-;-;-;-;18
"170386 Cariri do Tocantins";-;-;5;-;1;-;-;-;-;-;-;-;6
"170388 Carmolândia";1;5;3;1;1;3;2;2;1;2;-;1;22
"170389 Carrasco Bonito";-;6;3;2;-;-;-;-;-;-;-;-;11
"170510 Chapada da Natividade";2;1;-;-;-;-;-;-;-;-;-;-;3
"170460 Chapada de Areia";4;-;-;-;-;-;-;-;-;-;-;-;4
"170550 Colinas do Tocantins";3;1;-;-;3;1;-;1;-;-;4;1;14
"171670 Colméia";-;-;-;-;-;1;-;-;-;-;-;-;1
"170555 Combinado";-;-;-;1;-;-;1;-;-;-;-;-;2
"170560 Conceição do Tocantins";-;1;2;3;2;-;-;-;-;-;-;-;8
"170600 Couto Magalhães";1;-;-;-;-;-;-;-;-;-;-;-;1
"170610 Cristalândia";36;38;8;-;-;-;-;-;-;-;-;-;82
"170625 Crixás do Tocantins";-;-;4;2;1;-;-;-;-;-;-;-;7
"170650 Darcinópolis";-;-;-;-;-;1;-;-;-;-;-;-;1
"170700 Dianópolis";39;88;128;61;52;25;7;-;4;4;3;6;417
"170710 Divinópolis do Tocantins";53;28;4;-;-;-;-;-;1;-;1;2;89
"170720 Dois Irmãos do Tocantins";54;22;3;-;-;-;-;-;-;-;-;1;80
"170740 Esperantina";-;1;1;-;1;1;-;-;-;-;-;-;4
"170770 Filadélfia";-;-;1;-;-;-;-;-;-;-;-;-;1
"170820 Formoso do Araguaia";27;54;96;52;70;14;1;-;-;-;-;3;317
"170825 Fortaleza do Tabocão";12;9;-;-;-;-;-;-;-;-;-;-;21
"170830 Goianorte";9;13;3;-;-;1;-;-;-;-;-;-;26
"170900 Goiatins";-;-;1;-;1;-;-;-;-;-;-;-;2
"170930 Guaraí";19;16;8;-;13;1;-;1;-;1;2;10;71
"170950 Gurupi";20;71;67;28;12;11;3;2;1;-;2;2;219
"170980 Ipueiras";1;3;1;-;-;-;-;-;-;-;-;1;6
"171050 Itacajá";3;8;6;4;2;-;-;-;-;-;-;-;23
"171070 Itaguatins";-;-;5;6;2;1;-;5;1;-;-;-;20
"171090 Itapiratins";-;8;-;-;-;-;-;-;-;-;-;-;8
"171110 Itaporã do Tocantins";-;3;2;11;3;1;-;-;-;-;-;-;20
"171150 Jaú do Tocantins";-;-;-;-;2;1;-;-;-;-;-;-;3
"171190 Lagoa da Confusão";66;261;52;12;3;1;3;3;1;-;3;1;406
"171195 Lagoa do Tocantins";6;1;5;2;2;-;-;-;-;-;-;-;16
"171200 Lajeado";3;-;-;-;-;-;-;-;-;-;-;-;3
"171240 Lizarda";6;2;1;2;-;-;-;-;-;-;-;1;12
"171245 Luzinópolis";2;-;-;-;-;-;-;-;-;-;-;-;2
"171250 Marianópolis do Tocantins";1;-;-;-;-;-;-;-;-;-;-;-;1
"171270 Mateiros";1;-;-;-;-;-;-;-;-;-;-;-;1
"171280 Maurilândia do Tocantins";-;10;15;1;8;2;-;-;-;-;-;-;36
"171320 Miracema do Tocantins";95;57;15;12;8;2;-;1;2;3;8;5;208
"171330 Miranorte";33;23;4;5;3;-;2;1;-;-;-;-;71
"171360 Monte do Carmo";-;-;-;1;-;1;2;-;-;-;1;1;6
"171370 Monte Santo do Tocantins";7;2;-;-;-;-;-;-;-;-;-;-;9
"171395 Muricilândia";17;48;31;42;43;5;-;-;-;-;-;-;186
"171420 Natividade";-;6;3;3;1;-;-;-;-;-;-;-;13
"171430 Nazaré";17;78;11;-;1;2;-;-;-;-;-;-;109
"171488 Nova Olinda";2;9;9;4;2;1;1;1;-;1;2;1;33
"171500 Nova Rosalândia";4;16;2;-;-;-;-;-;-;-;-;-;22
"171510 Novo Acordo";-;3;-;1;-;-;-;-;-;-;-;-;4
"171515 Novo Alegre";4;2;7;12;8;1;-;-;-;-;-;1;35
"171525 Novo Jardim";-;1;4;8;14;3;-;-;-;-;-;-;30
"171550 Oliveira de Fátima";2;-;-;-;-;-;-;-;-;-;-;-;2
"172100 Palmas";546;463;309;262;198;86;37;28;20;28;51;73;2101
"171570 Palmeirante";-;-;1;-;-;-;-;-;-;-;-;-;1
"171380 Palmeiras do Tocantins";1;1;1;1;-;-;-;-;-;-;-;-;4
"171575 Palmeirópolis";3;6;6;-;-;1;-;-;-;-;-;-;16
"171610 Paraíso do Tocantins";80;25;14;13;6;3;4;1;1;-;1;5;153
"171620 Paranã";2;4;1;4;-;-;-;-;-;-;-;-;11
"171630 Pau D'Arco";-;-;-;-;-;1;-;-;-;-;-;-;1
"171650 Pedro Afonso";10;6;3;9;3;1;1;1;1;2;-;-;37
"171660 Peixe";2;3;2;1;-;-;-;-;-;-;-;-;8
"171700 Pindorama do Tocantins";1;32;4;-;-;-;-;-;-;-;2;1;40
"171720 Piraquê";1;3;1;-;1;-;-;-;-;-;-;-;6
"171750 Pium";74;79;8;5;1;1;-;-;-;-;3;4;175
"171780 Ponte Alta do Bom Jesus";-;1;-;1;1;2;-;-;-;-;-;-;5
"171790 Ponte Alta do Tocantins";7;23;15;3;-;2;-;-;-;1;-;-;51
"171820 Porto Nacional";20;22;23;4;2;1;1;2;-;-;1;1;77
"171830 Praia Norte";-;3;7;8;41;-;-;-;-;2;-;-;61
"171840 Presidente Kennedy";2;3;-;1;-;-;1;-;-;-;-;-;7
"171845 Pugmil";-;-;-;-;-;-;-;1;-;-;1;-;2
"171850 Recursolândia";1;16;-;-;-;-;-;-;-;-;-;-;17
"171855 Riachinho";1;1;-;-;-;-;-;-;-;-;-;-;2
"171865 Rio da Conceição";-;-;-;1;2;11;1;2;-;1;-;2;20
"171870 Rio dos Bois";1;6;2;2;-;1;1;-;-;-;-;-;13
"171875 Rio Sono";-;-;-;1;-;-;-;-;-;-;-;-;1
"171880 Sampaio";-;1;2;-;2;-;1;-;-;-;-;-;6
"171884 Sandolândia";1;-;-;1;-;-;-;-;-;-;-;-;2
"171886 Santa Fé do Araguaia";1;-;1;-;1;1;1;-;-;1;1;1;8
